name,profile_url,weight_class,wins,losses,draws,SLpM,str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,rank
Nate,http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d,--,11,2,0,1.81,40.0,4.11,59.0,0.0,0.0,0.0,2.1,
Caolan,http://ufcstats.com/fighter-details/42ac4020cba261ad,"68.0""",10,2,0,4.73,42.0,5.2,52.0,3.0,34.0,87.0,0.0,
Rashard,http://ufcstats.com/fighter-details/e601d71cf8e5be22,--,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ian,http://ufcstats.com/fighter-details/eea0274e153256a0,--,18,10,0,2.71,40.0,2.36,64.0,1.0,37.0,69.0,0.3,
Jakob,http://ufcstats.com/fighter-details/ad044be25c94dcfd,--,11,4,0,0.0,0.0,9.43,35.0,0.0,0.0,0.0,0.0,
Waylon,http://ufcstats.com/fighter-details/28f62d866c59c709,--,16,7,0,1.88,55.0,2.4,53.0,4.47,55.0,83.0,0.3,
Brandon,http://ufcstats.com/fighter-details/78ac94d54aa7f378,--,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Joe,http://ufcstats.com/fighter-details/86248c84834238e7,"73.0""",9,2,0,3.97,34.0,4.25,63.0,0.0,0.0,0.0,0.0,
Lu,http://ufcstats.com/fighter-details/a2d23e684b3db732,"69.0""",8,5,0,3.76,43.0,5.51,55.0,2.62,50.0,100.0,2.6,
Lu,http://ufcstats.com/fighter-details/dc1bfd47c3b21ad3,--,12,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Robert,http://ufcstats.com/fighter-details/96087e90d900f0ef,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Matt,http://ufcstats.com/fighter-details/668222c99c5c311d,--,15,3,0,1.27,48.0,3.93,40.0,1.0,10.0,0.0,0.0,
Cleber,http://ufcstats.com/fighter-details/9bdebbf2735d14c2,--,14,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Stephanie,http://ufcstats.com/fighter-details/1b35af4d1529adf6,"65.0""",7,2,1,5.2,42.0,3.04,64.0,1.3,71.0,80.0,0.3,
Iasmin,http://ufcstats.com/fighter-details/abcf2cc6efc42031,"66.0""",18,6,0,3.22,45.0,2.8,62.0,2.28,55.0,68.0,0.1,
Duane,http://ufcstats.com/fighter-details/84ac950d4c1722dd,"70.0""",21,14,0,4.62,44.0,3.05,57.0,0.43,25.0,59.0,0.1,
Lawrence,http://ufcstats.com/fighter-details/a1ad35b98a9136e5,"72.0""",8,1,0,3.72,39.0,3.32,60.0,5.3,40.0,100.0,0.0,
Mike,http://ufcstats.com/fighter-details/e26882820f9e8df5,--,8,3,0,2.48,36.0,4.84,40.0,1.18,11.0,0.0,0.6,
Juan Andres,http://ufcstats.com/fighter-details/1fd9f744105024a8,"72.0""",12,1,0,3.27,31.0,3.0,65.0,0.0,0.0,0.0,0.0,
Paula,http://ufcstats.com/fighter-details/5b1effb0db45273a,"62.0""",5,3,0,0.65,50.0,6.2,17.0,0.0,0.0,0.0,0.0,
Santiago,http://ufcstats.com/fighter-details/faf317c665546a36,"74.0""",8,0,0,8.2,54.0,3.82,71.0,4.21,83.0,50.0,0.8,
Dalcha,http://ufcstats.com/fighter-details/ce632027bf2a871b,"76.0""",11,6,0,3.07,45.0,3.93,52.0,2.14,45.0,77.0,0.0,
Alexandru,http://ufcstats.com/fighter-details/4887e5bc4dbb73ff,--,14,4,0,3.61,66.0,7.22,40.0,0.0,0.0,0.0,0.0,
Vicente,http://ufcstats.com/fighter-details/6d4b63c767106d3a,"75.0""",24,12,1,4.8,50.0,5.24,51.0,0.89,48.0,59.0,0.7,
Thaddeus,http://ufcstats.com/fighter-details/505934897b8b4824,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Travis,http://ufcstats.com/fighter-details/622f015c81a9b13a,"75.0""",10,6,0,0.41,32.0,2.42,42.0,1.95,24.0,30.0,0.7,
Joilton,http://ufcstats.com/fighter-details/12630a4aa0894da8,"75.0""",38,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tucker,http://ufcstats.com/fighter-details/7832f2f62f04178f,"72.0""",12,4,0,3.74,46.0,3.25,44.0,1.99,44.0,69.0,0.2,
Lv,http://ufcstats.com/fighter-details/5a4913108a3b9190,"67.0""",16,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Stevie,http://ufcstats.com/fighter-details/710d93f1508f7104,--,5,2,0,2.47,25.0,7.06,41.0,0.0,0.0,0.0,0.0,
Adam,http://ufcstats.com/fighter-details/edfe95e3c33a4bf8,--,17,10,0,1.47,63.0,6.95,10.0,0.0,0.0,50.0,0.0,
Chris,http://ufcstats.com/fighter-details/91acd6910b802a9e,"68.0""",31,18,5,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4,
Dong Hyun,http://ufcstats.com/fighter-details/98a6b2361045898f,"70.0""",16,11,3,2.84,41.0,4.1,54.0,1.27,53.0,33.0,0.0,
Pawan,http://ufcstats.com/fighter-details/450bacdacd706bcd,"70.0""",7,3,1,0.89,44.0,2.98,43.0,0.0,0.0,0.0,0.0,
William,http://ufcstats.com/fighter-details/ed74afc8b5b47a61,"75.0""",9,3,0,4.92,54.0,3.96,65.0,1.85,45.0,78.0,0.0,
Jason,http://ufcstats.com/fighter-details/2be6596a9db33bf5,"80.0""",25,16,0,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,
Rob,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64,"78.0""",5,4,0,1.8,50.0,2.04,46.0,7.19,80.0,80.0,5.4,
Rory,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e,"76.0""",19,4,0,3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,
Ryan,http://ufcstats.com/fighter-details/35e1f9984ed64206,"71.0""",10,2,0,2.28,29.0,6.49,45.0,0.0,0.0,0.0,0.0,
Clayton,http://ufcstats.com/fighter-details/39831e62d12e7ad1,--,4,1,0,1.33,52.0,1.82,55.0,1.05,33.0,37.0,0.0,
Ilima,http://ufcstats.com/fighter-details/8cf90e41646491fd,--,6,0,0,4.13,43.0,2.93,65.0,0.0,0.0,50.0,1.0,
Valesca,http://ufcstats.com/fighter-details/a1a91dbf41a029c4,"63.0""",8,3,0,2.4,32.0,2.87,64.0,0.0,0.0,76.0,0.0,
Caio,http://ufcstats.com/fighter-details/89839250eb25c9c1,"78.0""",8,4,1,5.82,53.0,2.87,63.0,0.0,0.0,82.0,0.0,
Ian,http://ufcstats.com/fighter-details/442c9011034ae1fd,"74.0""",17,1,0,4.78,54.0,2.86,52.0,0.92,31.0,80.0,0.4,
Lyoto,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6,"74.0""",24,8,0,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,
War,http://ufcstats.com/fighter-details/cd7bafbeee1f29a0,--,14,5,0,2.32,60.0,3.17,43.0,1.16,50.0,40.0,0.0,
Anthony,http://ufcstats.com/fighter-details/dedc3bb440d09554,--,26,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Pauline,http://ufcstats.com/fighter-details/e88b83dea18f5d31,"64.0""",4,1,0,0.8,29.0,4.6,42.0,2.0,18.0,0.0,0.0,
Reza,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1,"73.0""",14,6,0,2.51,46.0,3.31,66.0,3.17,33.0,89.0,0.5,
Don,http://ufcstats.com/fighter-details/68c7ad953455c73f,"72.0""",9,3,1,2.08,52.0,0.74,67.0,2.22,25.0,80.0,0.7,
Ryan,http://ufcstats.com/fighter-details/a8d521d913df4e31,--,5,3,0,0.0,0.0,3.35,47.0,0.0,0.0,0.0,0.0,
Victor,http://ufcstats.com/fighter-details/cc63a5f0089d8ba9,"71.0""",15,5,0,2.31,38.0,9.56,50.0,0.0,0.0,0.0,0.0,
Jon,http://ufcstats.com/fighter-details/7691a80e6ca3e55b,"72.0""",8,2,0,2.46,41.0,1.18,81.0,1.32,71.0,70.0,0.0,
Mark,http://ufcstats.com/fighter-details/da0995f19b749cfa,"72.0""",12,2,0,3.56,49.0,3.97,52.0,2.86,66.0,62.0,0.0,
Yoshiro,http://ufcstats.com/fighter-details/a4bf17bd3ba3423b,"68.0""",35,16,5,2.36,33.0,2.55,63.0,2.93,51.0,50.0,0.7,
Leonardo,http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1,"70.0""",13,4,0,4.55,48.0,4.38,43.0,2.12,83.0,69.0,0.4,
Vinny,http://ufcstats.com/fighter-details/88a9bc81271ccd89,"75.0""",14,9,0,2.14,24.0,3.97,68.0,1.55,44.0,66.0,0.8,
Vinicius,http://ufcstats.com/fighter-details/1b583c64c23f0c7f,--,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Caio,http://ufcstats.com/fighter-details/0c5c66ddd1886b83,"73.0""",10,3,0,2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,
Bernardo,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8,--,13,4,0,1.8,27.0,3.37,68.0,0.0,0.0,0.0,0.5,
Eric,http://ufcstats.com/fighter-details/8db1b36dde268ef6,--,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brandon,http://ufcstats.com/fighter-details/2015c944226ad2df,--,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Angela,http://ufcstats.com/fighter-details/bd878a638e0e3be3,"65.0""",11,9,0,1.53,28.0,4.92,42.0,0.4,25.0,28.0,0.4,
Neil,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,"80.0""",31,15,0,3.4,46.0,2.44,51.0,2.17,39.0,55.0,0.3,
Raimond,http://ufcstats.com/fighter-details/d16373b3568678d4,"75.0""",10,2,0,4.07,41.0,4.75,41.0,0.0,0.0,0.0,0.0,
Ibragim,http://ufcstats.com/fighter-details/e7e970d508529bf3,--,22,8,1,0.26,4.0,3.86,42.0,0.0,0.0,0.0,0.0,
Rashid,http://ufcstats.com/fighter-details/7ea1f74cef32f906,"70.0""",20,2,0,4.4,49.0,3.05,54.0,0.67,57.0,89.0,0.2,
Ruslan,http://ufcstats.com/fighter-details/369e1ce458ef50a6,"78.0""",14,1,0,4.02,47.0,1.47,66.0,0.33,100.0,88.0,0.0,
Abus,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,"78.0""",28,7,1,3.07,49.0,3.43,55.0,2.61,59.0,100.0,0.4,
Shara,http://ufcstats.com/fighter-details/06734ca9d88dec3a,"73.0""",16,1,0,5.93,62.0,3.85,43.0,0.0,0.0,71.0,0.0,
Murtazali,http://ufcstats.com/fighter-details/d436f5d55156a521,"70.0""",10,0,0,5.57,40.0,1.86,84.0,0.0,0.0,0.0,0.0,
Zabit,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1,"73.0""",18,1,0,4.89,48.0,3.0,64.0,5.22,56.0,77.0,0.8,
John,http://ufcstats.com/fighter-details/1a7745388839e52b,"69.0""",24,9,0,1.41,41.0,2.44,65.0,2.8,46.0,77.0,1.1,
Lolohea,http://ufcstats.com/fighter-details/fb0b6593cec84356,--,10,4,1,1.71,29.0,6.92,40.0,2.44,40.0,0.0,0.0,
Michelle,http://ufcstats.com/fighter-details/118463dd8db16e7f,--,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,http://ufcstats.com/fighter-details/8c1ca54b5089d199,"71.0""",10,5,0,3.96,31.0,5.96,51.0,0.0,0.0,47.0,0.0,
Bill,http://ufcstats.com/fighter-details/ae58685caf8e4a0d,--,20,7,1,1.54,85.0,3.59,17.0,0.0,0.0,0.0,3.9,
Klayton,http://ufcstats.com/fighter-details/7a9c1bb08a743d7f,--,8,3,0,1.53,42.0,1.02,63.0,3.83,100.0,0.0,7.7,
Demian,http://ufcstats.com/fighter-details/427b5953ac8e3a27,"72.0""",28,11,0,1.8,43.0,2.07,63.0,2.49,24.0,61.0,1.0,
Jennifer,http://ufcstats.com/fighter-details/8e1f36476ef02a6a,"64.0""",21,10,1,4.35,38.0,4.52,55.0,0.42,27.0,58.0,0.1,
Nayara,http://ufcstats.com/fighter-details/03b1b79b34eaf217,"66.0""",7,1,1,0.6,36.0,3.33,43.0,1.0,33.0,0.0,1.0,
Roshan,http://ufcstats.com/fighter-details/b301292b1bc92bdb,--,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Levan,http://ufcstats.com/fighter-details/938ad489fb7a1f31,"68.0""",15,2,1,2.87,54.0,2.07,61.0,3.67,42.0,85.0,0.0,
John,http://ufcstats.com/fighter-details/c21a036b4e012f1c,"68.0""",18,9,0,5.52,49.0,4.15,68.0,0.0,0.0,86.0,0.0,
Islam,http://ufcstats.com/fighter-details/275aca31f61ba28c,"70.0""",28,1,0,2.45,58.0,1.45,61.0,3.1,56.0,91.0,1.0,
Aliev,http://ufcstats.com/fighter-details/3d481aa374c954a1,--,0,1,0,1.12,30.0,2.24,36.0,2.1,50.0,0.0,0.0,
Zach,http://ufcstats.com/fighter-details/57ab4d7c0bc09a30,"64.0""",20,8,0,1.94,43.0,2.24,62.0,3.71,30.0,56.0,0.3,
Azat,http://ufcstats.com/fighter-details/7f1bf0c255ec8756,"70.0""",15,3,0,2.75,27.0,4.25,52.0,3.5,31.0,85.0,0.2,
Jeremy,http://ufcstats.com/fighter-details/110404b505fb562c,--,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Fabio,http://ufcstats.com/fighter-details/1fb80f46d3c105d9,"75.0""",23,11,0,5.29,58.0,4.31,53.0,0.44,57.0,61.0,0.6,
Marvin,http://ufcstats.com/fighter-details/e5ce754b01f922be,--,2,4,0,0.87,56.0,3.47,43.0,0.0,0.0,20.0,0.0,
Bea,http://ufcstats.com/fighter-details/b60c980f79b87ce8,"74.0""",4,1,0,6.84,46.0,6.96,62.0,0.0,0.0,78.0,1.1,
Nazareno,http://ufcstats.com/fighter-details/d38e8c6ae2dfc051,--,28,4,0,3.87,34.0,3.27,69.0,1.0,33.0,0.0,0.0,
Carl,http://ufcstats.com/fighter-details/a314687f372b2cec,--,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jacob,http://ufcstats.com/fighter-details/d4270315cbcf2569,"73.0""",10,3,0,4.23,56.0,2.33,55.0,5.39,42.0,55.0,0.8,
Mike,http://ufcstats.com/fighter-details/dd6103dd7127db1d,"73.0""",14,2,1,4.02,48.0,3.09,56.0,1.63,50.0,57.0,0.7,
Dan,http://ufcstats.com/fighter-details/eefc73b53d4a05d7,--,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Troy,http://ufcstats.com/fighter-details/725a834930c2b5bf,--,3,2,0,3.52,56.0,4.71,63.0,3.1,66.0,57.0,0.0,
Nate,http://ufcstats.com/fighter-details/6e9f40c706f91f32,"72.0""",16,3,0,3.14,50.0,3.88,42.0,0.68,75.0,80.0,0.7,
Michael,http://ufcstats.com/fighter-details/9297ce6eee046f7a,--,0,3,0,1.94,33.0,4.52,46.0,19.35,50.0,100.0,0.0,
Gary,http://ufcstats.com/fighter-details/1c0ffc63d8ec8f45,--,15,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
George,http://ufcstats.com/fighter-details/122ae3b34275fbb2,"70.0""",7,1,0,0.93,51.0,0.27,77.0,0.0,0.0,0.0,2.0,
Melvin,http://ufcstats.com/fighter-details/e5767ed355a937c2,--,30,14,1,3.52,48.0,2.64,51.0,0.33,25.0,78.0,0.0,
Melchor,http://ufcstats.com/fighter-details/b6c6d1731ff00eeb,--,2,4,0,1.58,54.0,5.79,15.0,0.0,0.0,0.0,0.0,
Jon,http://ufcstats.com/fighter-details/a0602dd050bebefc,--,9,4,0,1.13,20.0,4.33,45.0,1.0,7.0,20.0,0.0,
Steve,http://ufcstats.com/fighter-details/0eef1bf99afd4ff2,--,12,5,0,3.18,70.0,0.66,57.0,1.64,100.0,60.0,0.0,
Marnic,http://ufcstats.com/fighter-details/b6203e0492a9336c,"64.0""",6,3,0,1.47,41.0,5.08,31.0,1.9,33.0,25.0,0.4,
Dylan,http://ufcstats.com/fighter-details/e192ebb85b68fa9e,"73.0""",8,4,0,4.69,62.0,4.76,55.0,0.0,0.0,76.0,0.0,
Chris,http://ufcstats.com/fighter-details/a23e63184c65f5b8,--,9,7,2,2.53,40.0,2.67,66.0,1.0,20.0,100.0,0.0,
Jimi,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e,"79.0""",17,6,0,3.43,54.0,3.97,49.0,0.53,18.0,70.0,0.4,
Dom,http://ufcstats.com/fighter-details/530af2900b5a1693,"75.0""",9,3,0,3.43,56.0,2.31,44.0,1.84,50.0,62.0,0.3,
Cristiano,http://ufcstats.com/fighter-details/ff4c3ab594c7fac3,"72.0""",13,6,0,2.56,33.0,3.61,58.0,0.44,11.0,20.0,0.9,
Daniel,http://ufcstats.com/fighter-details/850266b3dc4e506e,"69.0""",18,1,0,4.9,53.0,3.79,61.0,1.35,52.0,85.0,0.1,
Jose,http://ufcstats.com/fighter-details/b35ba64b6a2bbcb3,--,37,7,0,3.2,53.0,3.98,52.0,2.32,27.0,33.0,2.3,
Marcos,http://ufcstats.com/fighter-details/72e5e5a6edfa8223,"76.0""",6,6,0,0.25,27.0,2.11,43.0,0.0,0.0,28.0,0.0,
Enrique,http://ufcstats.com/fighter-details/23a6e307077c6ccc,--,10,4,0,1.43,33.0,3.0,50.0,2.5,38.0,60.0,1.0,
Chepe,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,"69.0""",18,7,0,4.14,55.0,2.66,52.0,2.34,39.0,59.0,0.2,
Ronny,http://ufcstats.com/fighter-details/bd21a1e3d41c97ee,"75.0""",17,5,0,2.17,53.0,2.43,45.0,3.13,40.0,100.0,0.5,
Rory,http://ufcstats.com/fighter-details/23a16ebe733e3041,"71.0""",17,6,0,1.98,21.0,10.27,45.0,0.0,0.0,0.0,0.0,
Randa,http://ufcstats.com/fighter-details/4a57ebb14315b251,"63.0""",11,12,1,2.97,43.0,3.1,58.0,1.12,28.0,52.0,0.2,
Christina,http://ufcstats.com/fighter-details/c7be22a47a58365a,"69.0""",8,9,0,5.0,58.0,3.0,64.0,7.5,100.0,0.0,0.0,
Brendon,http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5,"70.0""",8,3,0,0.41,50.0,5.7,28.0,0.0,0.0,0.0,0.0,
Nate,http://ufcstats.com/fighter-details/a8e6a69796280f17,"74.0""",35,19,2,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,
Danilo,http://ufcstats.com/fighter-details/687c15b2eddfaa63,"77.0""",11,4,0,1.44,79.0,2.52,52.0,3.93,28.0,0.0,0.8,
Julian,http://ufcstats.com/fighter-details/d0e1b42d41dab603,"72.0""",9,6,0,5.06,45.0,5.35,50.0,0.0,0.0,54.0,2.6,
Carmelo,http://ufcstats.com/fighter-details/aa03a3ca00ac6827,"73.0""",16,6,0,0.84,34.0,2.04,54.0,3.21,36.0,36.0,0.9,
Cesar,http://ufcstats.com/fighter-details/e8efeb9cf33b1941,--,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
John,http://ufcstats.com/fighter-details/b6b12014698cc345,--,8,7,0,0.83,42.0,2.23,40.0,0.43,100.0,54.0,0.4,
CJ,http://ufcstats.com/fighter-details/4c91eb190d5e0dd9,--,5,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Eliot,http://ufcstats.com/fighter-details/a08d909a5be6f410,"77.0""",10,4,0,1.93,27.0,2.39,67.0,0.47,33.0,79.0,0.9,
Doug,http://ufcstats.com/fighter-details/0c1773639c795466,--,18,8,0,6.99,46.0,4.02,60.0,0.0,0.0,66.0,2.4,
David,http://ufcstats.com/fighter-details/0a2813f89a758ff7,--,8,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Francis,http://ufcstats.com/fighter-details/5d495dec23d7c68e,"72.0""",10,3,0,3.19,34.0,3.45,55.0,2.71,47.0,88.0,0.5,
Jack,http://ufcstats.com/fighter-details/045f25b3a4c08e81,"73.0""",23,10,0,2.74,25.0,4.19,56.0,0.0,0.0,20.0,0.0,
Terry,http://ufcstats.com/fighter-details/6a92caba39b64752,"71.0""",23,11,0,2.82,43.0,3.13,54.0,3.1,42.0,92.0,0.0,
Eric,http://ufcstats.com/fighter-details/abbc4fc02e0d84b3,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Justin,http://ufcstats.com/fighter-details/3da19339ee7051d5,--,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Dave,http://ufcstats.com/fighter-details/92c96df8bdab5fea,--,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Joe,http://ufcstats.com/fighter-details/325550dab63fb25a,--,6,8,0,0.73,40.0,2.4,45.0,0.0,0.0,16.0,0.0,
Anthony Rocco,http://ufcstats.com/fighter-details/5331b25a60417ffb,"73.0""",17,6,0,2.68,37.0,2.59,58.0,0.71,27.0,68.0,1.0,
Mallory,http://ufcstats.com/fighter-details/19b7738321cfae42,"63.0""",7,5,0,4.42,48.0,6.64,55.0,2.28,43.0,25.0,0.3,
Michal,http://ufcstats.com/fighter-details/9acf42aebe9bb895,--,7,1,0,2.45,53.0,4.29,51.0,0.0,0.0,0.0,0.0,
Adrian Luna,http://ufcstats.com/fighter-details/e3b30b573e7f0d19,"71.0""",17,2,0,8.8,58.0,9.3,47.0,2.0,33.0,100.0,0.0,
Rainy,http://ufcstats.com/fighter-details/577ec7e108b94be3,--,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Danny,http://ufcstats.com/fighter-details/8a9c6c4301f6d088,"67.0""",21,8,0,2.73,28.0,3.77,63.0,3.0,45.0,36.0,0.0,
Alonzo,http://ufcstats.com/fighter-details/feffee4fc6da3aa3,--,42,20,1,3.07,27.0,7.33,52.0,0.0,0.0,0.0,0.0,
Henry,http://ufcstats.com/fighter-details/76729a829623e266,"69.0""",9,4,0,2.79,25.0,4.01,60.0,0.0,0.0,80.0,0.0,
Jonathan,http://ufcstats.com/fighter-details/f2477cf43c4975cc,"70.0""",19,6,0,4.44,49.0,4.09,56.0,0.38,35.0,68.0,0.1,
Poppies,http://ufcstats.com/fighter-details/8851bb0418d27d28,--,29,11,0,2.88,50.0,2.16,51.0,1.54,33.0,50.0,9.2,
Andrew,http://ufcstats.com/fighter-details/f8c2aba4815876b5,--,9,6,0,3.4,31.0,2.3,47.0,1.5,50.0,0.0,0.0,
Mana,http://ufcstats.com/fighter-details/c0386644627a7ee5,"70.0""",10,4,0,4.33,48.0,4.94,50.0,0.72,42.0,25.0,0.5,
Victor,http://ufcstats.com/fighter-details/3e708ce33b6b18e6,"70.0""",13,6,0,7.94,51.0,7.66,53.0,0.7,33.0,80.0,0.0,
Roque,http://ufcstats.com/fighter-details/2c5a0b8317f8f27a,"72.0""",15,8,2,3.28,53.0,4.9,56.0,0.38,50.0,53.0,0.4,
Melissa,http://ufcstats.com/fighter-details/3f4c3bc822bea45d,"66.0""",8,2,0,3.78,47.0,5.21,53.0,0.35,50.0,50.0,0.0,
Julieta,http://ufcstats.com/fighter-details/f77afa72da84c9a8,"62.0""",8,0,0,2.53,44.0,3.6,41.0,5.0,45.0,100.0,0.0,
David,http://ufcstats.com/fighter-details/9a97acbfd5a08bfa,"67.0""",14,1,0,4.82,46.0,2.9,69.0,0.6,25.0,100.0,0.0,
Wagner da Conceicao,http://ufcstats.com/fighter-details/563d051c9e769b24,--,9,8,0,1.91,37.0,5.43,42.0,2.2,100.0,100.0,0.0,
Adriano,http://ufcstats.com/fighter-details/7dcf06c1967801c1,"72.0""",28,9,0,1.8,38.0,2.14,65.0,0.83,80.0,81.0,0.4,
Lucas,http://ufcstats.com/fighter-details/7413b80dbb0f8f9f,"72.0""",19,3,0,2.87,35.0,4.14,60.0,0.0,0.0,76.0,0.5,
Max,http://ufcstats.com/fighter-details/69d3fa376ff2595e,--,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bristol,http://ufcstats.com/fighter-details/a17322f99ddfd8e9,"75.0""",16,10,0,1.42,21.0,4.4,47.0,1.6,33.0,14.0,0.0,
Shoji,http://ufcstats.com/fighter-details/c046100aea0dba9a,--,12,9,1,1.4,63.0,0.27,55.0,0.0,0.0,54.0,0.0,
Kazuma,http://ufcstats.com/fighter-details/aa1a873d05acc7eb,"72.0""",11,7,0,3.83,41.0,2.23,53.0,4.79,33.0,100.0,0.0,
Islem,http://ufcstats.com/fighter-details/6dedfe07640a9acc,"74.0""",3,1,0,0.68,20.0,3.88,15.0,0.0,0.0,100.0,0.0,
Mike,http://ufcstats.com/fighter-details/5b2d7906aa894274,"73.0""",13,9,0,2.08,45.0,3.59,54.0,2.74,24.0,50.0,1.4,
Jameel,http://ufcstats.com/fighter-details/883922e5cd6d8473,"72.0""",26,9,0,1.91,54.0,2.62,55.0,0.67,15.0,50.0,0.7,
Tiffany,http://ufcstats.com/fighter-details/ca743f96dd2063d5,"65.0""",2,1,0,3.53,62.0,2.58,50.0,3.06,60.0,0.0,0.0,
Jorge,http://ufcstats.com/fighter-details/47b9e0e7703a4868,"74.0""",35,17,0,4.05,47.0,3.05,64.0,1.38,59.0,72.0,0.3,
Al,http://ufcstats.com/fighter-details/eec3fe66a8b11a26,"67.0""",8,3,0,7.84,46.0,6.7,58.0,0.0,0.0,0.0,0.0,
Tateki,http://ufcstats.com/fighter-details/3a524c6700addc24,--,13,8,0,3.2,34.0,3.43,69.0,0.0,0.0,16.0,0.0,
Arisa,http://ufcstats.com/fighter-details/4c33b3d37955aa85,"64.0""",7,0,0,1.0,75.0,1.87,56.0,3.0,42.0,0.0,1.0,
Daijiro,http://ufcstats.com/fighter-details/cd42bbe8887bba90,--,13,29,7,0.84,45.0,1.69,55.0,1.83,30.0,43.0,0.4,
Toki,http://ufcstats.com/fighter-details/56cc76c55cee8410,"65.0""",6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Koichiro,http://ufcstats.com/fighter-details/2fb6f197d1fbc779,--,15,3,1,1.9,26.0,3.5,31.0,0.0,0.0,0.0,0.0,
Jean,http://ufcstats.com/fighter-details/ffd3224638c01b57,"68.0""",17,2,0,5.37,39.0,5.41,47.0,3.0,48.0,56.0,0.5,
Koyomi,http://ufcstats.com/fighter-details/5ad226da6c74a48e,"66.0""",13,6,0,2.7,47.0,2.83,59.0,9.0,52.0,33.0,0.0,
Naoki,http://ufcstats.com/fighter-details/990060b2a68a7b82,--,12,16,11,3.3,32.0,2.2,63.0,1.5,100.0,0.0,0.0,
AJ,http://ufcstats.com/fighter-details/18e4f61f16f458c6,--,8,7,0,5.11,52.0,4.96,51.0,0.0,0.0,100.0,0.0,
Jake,http://ufcstats.com/fighter-details/a845f0735bc67405,"73.0""",22,8,0,3.34,43.0,2.62,60.0,1.44,41.0,64.0,0.8,
Connor,http://ufcstats.com/fighter-details/36e78278a77006d4,"71.0""",7,4,0,4.82,43.0,6.06,55.0,3.24,55.0,46.0,0.7,
Claudio,http://ufcstats.com/fighter-details/6e2b1d631832921d,--,5,4,0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,
John,http://ufcstats.com/fighter-details/c933d423ebdbbbdb,--,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Francesco,http://ufcstats.com/fighter-details/d3b5ad3b15a64a18,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
