name,profile_url,weight_class,wins,losses,draws,SLpM,str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,rank
Mateo,http://ufcstats.com/fighter-details/90b57b19d20e1969,"71.0""",8,3,0,4.47,46.0,2.87,65.0,1.0,16.0,0.0,0.0,
Danylo,http://ufcstats.com/fighter-details/d73a7c36746fbc5b,"78.0""",7,0,0,9.86,46.0,0.0,100.0,0.0,0.0,0.0,12.3,
Alexander,http://ufcstats.com/fighter-details/e1248941344b3288,"71.0""",28,4,0,5.99,57.0,3.31,58.0,1.63,34.0,68.0,0.2,
Jacob,http://ufcstats.com/fighter-details/6f81b6de2557739a,"71.0""",19,7,0,1.19,34.0,1.78,52.0,3.19,48.0,52.0,2.0,
Alexander,http://ufcstats.com/fighter-details/279566840aa55bf2,"80.0""",39,11,0,4.78,57.0,2.86,53.0,0.57,66.0,68.0,0.2,
Mark,http://ufcstats.com/fighter-details/0e6b611451a9a7d8,"65.0""",12,4,2,6.93,47.0,10.0,40.0,0.5,14.0,57.0,0.0,
Jason,http://ufcstats.com/fighter-details/c4b9296214f4c09c,--,14,12,1,1.89,36.0,3.23,52.0,0.62,16.0,58.0,1.5,
Milco,http://ufcstats.com/fighter-details/277ffed20cf07aea,--,20,11,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,
Mark,http://ufcstats.com/fighter-details/ef0344ed552d8a22,--,5,3,1,3.87,32.0,4.19,51.0,0.0,0.0,50.0,0.8,
Igor,http://ufcstats.com/fighter-details/7929be8290289a47,--,55,10,0,1.59,49.0,0.97,63.0,1.19,66.0,50.0,0.5,
Jordan,http://ufcstats.com/fighter-details/6d38e41efa47a72d,"73.0""",13,4,0,2.11,45.0,1.9,58.0,0.63,14.0,44.0,0.0,
James,http://ufcstats.com/fighter-details/6291decf7f3b6608,--,4,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Chris,http://ufcstats.com/fighter-details/c8097968da5e5f13,"70.0""",12,3,0,1.7,53.0,1.75,51.0,2.6,51.0,55.0,1.1,
Neil,http://ufcstats.com/fighter-details/6b7bc7eaf2465387,--,13,4,0,2.64,50.0,8.57,43.0,0.0,0.0,50.0,0.0,
TJ,http://ufcstats.com/fighter-details/8f2939f5fd9cca1e,"75.0""",16,9,0,2.02,51.0,2.39,40.0,3.03,46.0,40.0,4.8,
Chase,http://ufcstats.com/fighter-details/aeb6c57b9bd8bc3a,"75.0""",11,2,0,1.03,28.0,6.72,38.0,7.76,33.0,0.0,0.0,
Andre,http://ufcstats.com/fighter-details/18944a1a6ac1becf,--,1,5,0,2.28,31.0,4.36,34.0,0.0,0.0,0.0,0.0,
Herschel,http://ufcstats.com/fighter-details/bd92e38aef641673,--,2,0,0,3.42,67.0,0.45,46.0,1.94,100.0,100.0,0.0,
Donny,http://ufcstats.com/fighter-details/e6147d5ab3685899,--,15,10,0,1.81,37.0,3.85,46.0,0.0,0.0,57.0,1.7,
Johnny,http://ufcstats.com/fighter-details/c21f26bbde777573,"82.0""",22,10,0,3.9,54.0,2.99,46.0,0.36,50.0,57.0,0.7,
Brogan,http://ufcstats.com/fighter-details/4333a8e70a672eb7,"67.0""",8,5,0,1.84,32.0,3.32,47.0,1.02,75.0,11.0,0.0,
Valter,http://ufcstats.com/fighter-details/f5779a2303ed76ec,"78.0""",15,1,0,2.0,52.0,2.85,42.0,5.74,69.0,0.0,2.5,
Julius,http://ufcstats.com/fighter-details/6add18754930182b,"78.0""",7,2,0,3.73,53.0,4.03,43.0,4.09,38.0,100.0,0.0,
Ben,http://ufcstats.com/fighter-details/1ad381c8994c4e5b,--,8,7,1,1.47,29.0,8.53,29.0,0.0,0.0,100.0,0.0,
Crafton,http://ufcstats.com/fighter-details/bf41b5131545da12,--,18,6,1,1.55,44.0,2.36,47.0,0.0,0.0,42.0,0.0,
Rodney,http://ufcstats.com/fighter-details/b9415726dc3ec526,"72.0""",26,15,1,1.13,46.0,3.44,45.0,6.0,54.0,28.0,1.0,
Jeremy,http://ufcstats.com/fighter-details/b87c3f460709f74c,--,4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Randall,http://ufcstats.com/fighter-details/95cf6be9071e68b0,"73.0""",15,6,0,1.13,38.0,4.11,45.0,2.13,50.0,0.0,0.0,
James,http://ufcstats.com/fighter-details/4078de7181a19142,"69.0""",5,2,0,0.52,28.0,3.41,35.0,0.0,0.0,0.0,0.0,
Jim,http://ufcstats.com/fighter-details/0c670b443c3d269f,--,29,11,0,3.19,26.0,6.65,49.0,0.0,0.0,100.0,0.0,
Cory,http://ufcstats.com/fighter-details/83c6c3e0f8bde8ee,--,8,2,0,0.79,100.0,1.18,50.0,0.0,0.0,0.0,0.0,
Richard,http://ufcstats.com/fighter-details/303a05a7aa3ff761,"73.0""",9,5,0,3.84,46.0,2.72,58.0,1.55,40.0,66.0,0.2,
Patrick,http://ufcstats.com/fighter-details/b4c96c3d9139bf0e,--,10,3,0,2.03,19.0,2.83,64.0,3.0,54.0,100.0,1.5,
Erick,http://ufcstats.com/fighter-details/d57e6a8971b6d2bd,--,3,3,0,0.63,41.0,2.66,40.0,3.8,66.0,0.0,1.9,
Dimitiri,http://ufcstats.com/fighter-details/a1d6b308781aa2f5,--,5,2,0,0.92,25.0,4.31,30.0,1.16,20.0,0.0,0.0,
Andy,http://ufcstats.com/fighter-details/476414d2f18cd059,--,7,8,1,3.43,36.0,10.29,62.0,0.0,0.0,0.0,0.0,
Sai,http://ufcstats.com/fighter-details/efb9a43415a56d34,--,20,6,1,3.17,46.0,2.27,53.0,0.0,0.0,77.0,0.0,
Anying,http://ufcstats.com/fighter-details/69e8c632135af48b,--,2,1,0,1.32,26.0,1.63,44.0,0.0,0.0,33.0,0.0,
Wang,http://ufcstats.com/fighter-details/2997e7fe3c9d3d4a,"66.0""",9,1,0,6.22,56.0,2.19,63.0,0.78,75.0,84.0,0.8,
Joshua,http://ufcstats.com/fighter-details/d538f13ab21d9633,"71.0""",5,2,0,2.95,40.0,4.43,60.0,1.17,100.0,66.0,0.0,
Curt,http://ufcstats.com/fighter-details/2721bb808bb2523c,"73.0""",13,6,0,2.13,42.0,3.44,43.0,2.35,50.0,83.0,0.9,
Brennan,http://ufcstats.com/fighter-details/67cd6495280b0a57,"71.0""",14,5,0,7.2,60.0,2.76,52.0,0.0,0.0,100.0,3.6,
Charlie,http://ufcstats.com/fighter-details/e81dd0bb8a64b550,--,3,3,0,1.64,19.0,7.21,53.0,0.0,0.0,0.0,0.0,
Terrion,http://ufcstats.com/fighter-details/ba5e253af86db1a8,"71.0""",17,9,0,4.02,32.0,6.07,50.0,0.5,22.0,44.0,0.0,
Joe,http://ufcstats.com/fighter-details/c0c1bc0766df4c00,--,15,6,0,2.15,46.0,2.39,52.0,6.14,46.0,60.0,0.0,
Brian,http://ufcstats.com/fighter-details/c4c4c7dd26c15d91,--,18,17,1,1.16,21.0,4.63,57.0,0.0,0.0,0.0,0.0,
Merritt,http://ufcstats.com/fighter-details/1e47dba648ea438c,--,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Idris,http://ufcstats.com/fighter-details/8a19676a3388845a,--,2,14,0,0.4,31.0,3.53,46.0,0.0,0.0,20.0,0.0,
Kengo,http://ufcstats.com/fighter-details/2abe38b81d68a24a,--,8,13,3,0.6,40.0,3.4,35.0,1.0,100.0,37.0,0.0,
Kazuhisa,http://ufcstats.com/fighter-details/951ffadfc4e917ea,--,0,1,0,0.62,50.0,0.94,0.0,0.0,0.0,14.0,0.0,
Ron,http://ufcstats.com/fighter-details/efaf544314bb5c2e,--,16,6,2,0.84,50.0,1.37,42.0,4.19,69.0,50.0,2.8,
Andy,http://ufcstats.com/fighter-details/103e2e67919379c5,--,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Dominic,http://ufcstats.com/fighter-details/2de91c2244ad7e89,"79.0""",9,5,0,0.48,23.0,2.53,39.0,4.07,52.0,28.0,0.0,
Trey,http://ufcstats.com/fighter-details/31dbfbe4e7a6727c,"77.0""",9,2,0,6.39,44.0,5.83,55.0,0.4,33.0,85.0,0.8,
Michelle,http://ufcstats.com/fighter-details/eb04b9d31e938edb,"62.0""",18,13,0,3.42,46.0,4.25,48.0,1.39,33.0,69.0,0.6,
Sam,http://ufcstats.com/fighter-details/1836639ecf9b6e7f,--,2,2,0,0.13,18.0,0.73,62.0,2.0,40.0,60.0,1.0,
Blake,http://ufcstats.com/fighter-details/117580b232409824,--,5,1,0,5.45,62.0,7.64,61.0,0.0,0.0,0.0,0.0,
Kyle,http://ufcstats.com/fighter-details/d7b2c0b53883ee80,--,13,8,1,3.67,35.0,3.25,62.0,0.0,0.0,100.0,0.0,
Maka,http://ufcstats.com/fighter-details/a31dfd9e8b2dc6ca,--,4,2,0,0.93,37.0,1.6,22.0,2.0,100.0,33.0,0.0,
Walel,http://ufcstats.com/fighter-details/92aafa8f4b26269b,"75.0""",14,10,0,2.1,29.0,3.79,43.0,0.0,0.0,61.0,1.4,
Tom,http://ufcstats.com/fighter-details/6809c31286b08d97,"73.0""",17,9,0,4.01,44.0,4.41,50.0,0.15,7.0,43.0,0.0,
Enrique,http://ufcstats.com/fighter-details/a99d4aa689bdca18,--,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brok,http://ufcstats.com/fighter-details/7c9f96f9a6a5cd50,"73.0""",15,6,0,4.78,64.0,4.35,46.0,0.41,10.0,66.0,0.4,
Jonavin,http://ufcstats.com/fighter-details/f40ec51dd4de47c3,--,9,2,0,1.47,30.0,2.27,64.0,2.5,31.0,40.0,1.0,
Stephanie,http://ufcstats.com/fighter-details/d44a84409bf0da64,--,2,2,0,0.91,80.0,3.85,15.0,6.79,40.0,0.0,0.0,
Royston,http://ufcstats.com/fighter-details/b9c03e7a4557e542,"67.0""",4,1,0,1.1,60.0,2.45,49.0,3.38,81.0,0.0,0.0,
Darian,http://ufcstats.com/fighter-details/326a001926ffb7ec,"72.0""",5,3,0,4.49,51.0,4.56,51.0,2.0,30.0,100.0,0.0,
Joshua,http://ufcstats.com/fighter-details/69888118d968ba52,"69.0""",11,3,0,5.25,64.0,3.34,61.0,4.77,40.0,100.0,0.0,
Daniel,http://ufcstats.com/fighter-details/7b9dade6bedaabbe,"70.0""",39,9,0,5.71,42.0,4.05,61.0,0.84,50.0,83.0,0.0,
Chris,http://ufcstats.com/fighter-details/3a8176e15b9887c1,"78.0""",16,8,0,3.11,45.0,3.37,51.0,3.27,42.0,72.0,0.8,
Mark,http://ufcstats.com/fighter-details/9ccdd2ce45903f34,--,21,18,1,1.54,56.0,2.5,38.0,0.8,50.0,25.0,2.4,
Christian,http://ufcstats.com/fighter-details/f1b2a4365799c48b,"77.0""",8,5,0,3.12,27.0,3.04,56.0,1.22,42.0,45.0,1.2,
Malcolm,http://ufcstats.com/fighter-details/2e45d08b3f2f02c8,"71.0""",10,1,0,5.8,56.0,5.39,52.0,0.0,0.0,57.0,0.0,
Jeremiah,http://ufcstats.com/fighter-details/d66a46de8d705353,"74.0""",13,4,1,2.35,46.0,1.28,48.0,3.06,46.0,50.0,1.3,
Fabricio,http://ufcstats.com/fighter-details/492b202d2064e7a9,"77.0""",24,9,1,3.59,52.0,2.64,55.0,1.75,31.0,31.0,1.2,
Mike,http://ufcstats.com/fighter-details/b51841e7c594090d,--,15,8,0,1.82,56.0,6.43,22.0,6.29,50.0,0.0,0.0,
Dustin,http://ufcstats.com/fighter-details/5f5763b3a4de8dd4,--,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Sheldon,http://ufcstats.com/fighter-details/ec2d13a87d3d9541,"71.0""",10,3,1,2.26,40.0,3.73,37.0,3.23,37.0,14.0,0.0,
Aaron,http://ufcstats.com/fighter-details/1ce7998e0a215caa,--,9,5,0,2.27,32.0,4.33,45.0,0.0,0.0,77.0,0.0,
Coty,http://ufcstats.com/fighter-details/e57f0b06ea39e360,"67.0""",14,5,0,1.88,22.0,3.16,59.0,0.87,37.0,33.0,2.6,
Vernon,http://ufcstats.com/fighter-details/12458872d6afae1b,--,26,33,2,2.11,38.0,2.2,54.0,0.88,28.0,44.0,0.0,
Steve,http://ufcstats.com/fighter-details/d181689653115b6a,--,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alex,http://ufcstats.com/fighter-details/c17041f1bb5768d8,"71.0""",13,6,0,3.76,42.0,3.07,60.0,0.92,28.0,71.0,0.5,
Craig,http://ufcstats.com/fighter-details/3dd949593346dbc3,"76.0""",14,9,0,1.23,40.0,3.28,39.0,0.0,0.0,50.0,0.8,
Patrik,http://ufcstats.com/fighter-details/4debc6c4c6249690,"72.0""",9,2,0,9.77,49.0,6.28,60.0,0.0,0.0,50.0,0.0,
Robert,http://ufcstats.com/fighter-details/1dafccb62a0f98ec,"69.0""",14,4,0,2.33,46.0,1.99,62.0,1.9,30.0,45.0,0.0,
Mike,http://ufcstats.com/fighter-details/22d1e00e1aabb7c9,--,27,8,0,1.62,33.0,2.36,59.0,3.59,43.0,77.0,0.3,
Garett,http://ufcstats.com/fighter-details/129537073431e52e,"72.0""",7,3,0,3.72,48.0,4.04,46.0,0.0,0.0,27.0,0.9,
Mitch,http://ufcstats.com/fighter-details/b6debbda44d4a5a0,--,17,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Emily,http://ufcstats.com/fighter-details/b3d21b2610dcfaeb,"63.0""",4,5,0,2.5,31.0,2.98,54.0,1.9,66.0,70.0,0.5,
Robert,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,"73.0""",27,9,0,4.39,43.0,3.36,59.0,0.73,38.0,82.0,0.0,
Josh,http://ufcstats.com/fighter-details/13935768cf8aeb86,"69.0""",12,6,0,0.65,60.0,6.52,41.0,0.0,0.0,80.0,0.0,
Adam,http://ufcstats.com/fighter-details/efa1f6b42c86793c,"81.0""",10,2,0,1.68,38.0,1.87,48.0,0.41,33.0,58.0,0.4,
Orlando,http://ufcstats.com/fighter-details/a6c2f5381d575920,--,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jonathan,http://ufcstats.com/fighter-details/60884f31ead1609c,--,11,2,0,1.27,58.0,5.47,31.0,1.91,20.0,0.0,0.0,
Jakub,http://ufcstats.com/fighter-details/6902fcf0610dd303,"72.0""",18,3,2,3.4,44.0,3.87,46.0,0.0,0.0,41.0,2.5,
Justin,http://ufcstats.com/fighter-details/4a482a0100cfcd0a,--,14,7,0,3.82,28.0,2.63,71.0,1.43,16.0,100.0,0.0,
Joe,http://ufcstats.com/fighter-details/781014fb7e8e647a,--,19,11,0,1.0,54.0,2.0,72.0,0.0,0.0,0.0,0.0,
Aaron,http://ufcstats.com/fighter-details/338a11d3674eb2d4,--,11,7,0,0.0,0.0,0.0,100.0,7.32,100.0,0.0,0.0,
Mike,http://ufcstats.com/fighter-details/cfaf010d5b389c09,"66.0""",9,4,0,2.35,38.0,3.7,35.0,0.92,14.0,55.0,0.9,
Rob,http://ufcstats.com/fighter-details/826475cc758e60e6,"80.0""",11,2,0,2.74,50.0,5.66,39.0,4.47,25.0,0.0,0.0,
James,http://ufcstats.com/fighter-details/852454c572675334,"75.0""",7,4,0,1.82,45.0,2.03,50.0,1.27,22.0,66.0,3.8,
Tedd,http://ufcstats.com/fighter-details/b63e800c18e011b5,--,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Pete,http://ufcstats.com/fighter-details/6291ac0a3726732f,--,12,6,0,0.61,62.0,2.77,40.0,1.84,40.0,16.0,0.9,
Rubin,http://ufcstats.com/fighter-details/6f812143641ceff8,--,0,1,0,0.0,0.0,1.39,60.0,0.0,0.0,0.0,0.0,
Carter,http://ufcstats.com/fighter-details/b8e2f10efb6eca85,--,4,5,0,1.55,36.0,2.32,58.0,2.9,33.0,100.0,0.0,
Patrick,http://ufcstats.com/fighter-details/39330403ad27c2bb,"73.0""",8,6,0,4.12,51.0,4.12,52.0,2.71,41.0,100.0,0.5,
Tim,http://ufcstats.com/fighter-details/990bd63726a577f8,"76.0""",15,5,0,3.07,38.0,3.55,48.0,1.81,40.0,100.0,0.0,
Jordan,http://ufcstats.com/fighter-details/e26bd53b751d61d9,"75.0""",9,6,0,5.83,50.0,5.46,35.0,1.11,50.0,85.0,0.0,
Cole,http://ufcstats.com/fighter-details/f9a20a17d712ef7c,"73.0""",11,3,0,0.31,27.0,5.34,23.0,0.0,0.0,25.0,0.0,
Khaos,http://ufcstats.com/fighter-details/2558ae2e5671e318,"77.0""",15,5,0,4.94,39.0,5.39,40.0,0.0,0.0,51.0,0.0,
Karl,http://ufcstats.com/fighter-details/d35f734c56a89103,"79.0""",10,2,0,2.68,48.0,2.15,55.0,4.2,48.0,100.0,0.2,
Karl,http://ufcstats.com/fighter-details/95883dbdab4fcf0f,--,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Justin,http://ufcstats.com/fighter-details/ce1e867808ef5fce,"78.0""",8,2,0,3.37,59.0,2.57,57.0,0.96,66.0,36.0,0.0,
Chris,http://ufcstats.com/fighter-details/a56607a451e4c70d,"75.0""",18,10,0,2.32,50.0,1.36,55.0,1.31,50.0,60.0,1.6,
Greg,http://ufcstats.com/fighter-details/9cc84087ee768342,--,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jonathan,http://ufcstats.com/fighter-details/cd01f0b768a32475,"75.0""",7,3,0,2.92,48.0,5.65,56.0,0.37,100.0,80.0,0.0,
Sean,http://ufcstats.com/fighter-details/b8e6393c39cb9740,--,36,29,0,1.01,31.0,5.88,62.0,0.0,0.0,0.0,0.0,
Westin,http://ufcstats.com/fighter-details/7b3503352cd53abb,"73.0""",17,10,0,1.57,31.0,6.71,30.0,1.57,16.0,33.0,7.9,
Damon,http://ufcstats.com/fighter-details/81254702b51cc832,"69.0""",9,3,0,7.56,49.0,8.27,52.0,0.0,0.0,0.0,0.0,
Matt,http://ufcstats.com/fighter-details/eb29176b03dfa888,"68.0""",16,10,0,3.17,50.0,3.57,51.0,2.13,37.0,56.0,1.5,
Eddie,http://ufcstats.com/fighter-details/fc9a9559a05f2704,"69.0""",24,16,1,3.4,29.0,3.76,68.0,0.34,33.0,86.0,0.1,
Deron,http://ufcstats.com/fighter-details/483a953b18d73bb3,"70.0""",7,3,0,4.55,44.0,6.21,46.0,4.28,52.0,40.0,0.0,
Andre,http://ufcstats.com/fighter-details/b45d6b73f4ca4467,"73.0""",21,11,2,2.52,33.0,4.57,51.0,0.0,0.0,74.0,0.0,
Eric,http://ufcstats.com/fighter-details/53f84637dfffab7a,--,26,9,1,1.42,47.0,2.08,56.0,0.0,0.0,27.0,0.9,
Keith,http://ufcstats.com/fighter-details/cd12227edd3f134b,--,28,15,1,2.32,52.0,4.86,42.0,1.57,40.0,78.0,0.3,
Jason,http://ufcstats.com/fighter-details/5f3805dda9661cba,"70.0""",19,9,0,2.15,44.0,2.54,52.0,6.9,48.0,100.0,0.9,
Travis,http://ufcstats.com/fighter-details/7f9f528cb72a6ed1,--,75,21,0,0.48,30.0,4.03,41.0,4.84,57.0,44.0,1.2,
Ray,http://ufcstats.com/fighter-details/ea0ad155451ed1f5,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Karolina,http://ufcstats.com/fighter-details/b99b3620839ea911,--,9,2,0,2.67,65.0,0.87,62.0,2.0,66.0,100.0,1.0,
Danyelle,http://ufcstats.com/fighter-details/a7e3f02fe2b2fe30,"70.0""",1,1,0,2.37,25.0,4.57,47.0,0.0,0.0,77.0,0.5,
Brandon,http://ufcstats.com/fighter-details/aa79d5399571068e,--,7,5,0,0.47,33.0,10.91,19.0,0.0,0.0,0.0,0.0,
Xue Do,http://ufcstats.com/fighter-details/daa89f01e1c0f42a,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kwon,http://ufcstats.com/fighter-details/751aa58b7fb03c74,"71.0""",14,6,0,5.02,39.0,5.82,60.0,0.0,0.0,66.0,0.0,
Joanne,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,"65.0""",17,8,0,7.1,51.0,4.89,51.0,1.52,55.0,58.0,0.3,
Nathaniel,http://ufcstats.com/fighter-details/329e403448756217,"69.0""",23,6,0,5.64,51.0,4.25,54.0,1.35,48.0,73.0,0.5,
Val,http://ufcstats.com/fighter-details/7a47e068f8017019,"74.0""",7,2,0,1.6,35.0,4.93,36.0,1.92,100.0,50.0,0.0,
Tyron,http://ufcstats.com/fighter-details/effd9de9937996f8,"74.0""",19,7,1,2.36,48.0,2.76,54.0,1.06,40.0,87.0,0.4,
Salvador,http://ufcstats.com/fighter-details/8de471543d9c933e,--,8,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Logan,http://ufcstats.com/fighter-details/133a9d2e6efd8a50,--,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Sean,http://ufcstats.com/fighter-details/4682bc59d5f55145,"78.0""",13,2,1,5.57,46.0,4.18,58.0,0.58,55.0,84.0,0.3,
Cal,http://ufcstats.com/fighter-details/de3ed2e152520c8d,--,13,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Hunter,http://ufcstats.com/fighter-details/8fb808fc2e145bd6,--,7,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Khama,http://ufcstats.com/fighter-details/78e501478a36a018,"74.0""",16,9,0,4.18,48.0,4.45,46.0,0.0,0.0,57.0,0.7,
Eric,http://ufcstats.com/fighter-details/eb6edce3028f05c0,--,5,1,0,1.76,48.0,3.12,28.0,4.07,66.0,0.0,2.0,
Justin,http://ufcstats.com/fighter-details/e78f601035d677f2,--,13,2,0,3.43,35.0,2.07,64.0,0.0,0.0,100.0,0.0,
JW,http://ufcstats.com/fighter-details/2a0b19a96f848eff,--,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Chris,http://ufcstats.com/fighter-details/7182146226dabe22,--,8,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jordan,http://ufcstats.com/fighter-details/c878270af633eb11,"77.0""",12,5,0,4.1,56.0,6.03,31.0,2.09,45.0,100.0,0.4,
Marcin,http://ufcstats.com/fighter-details/aac6edb0d5e0b7e9,--,12,4,0,3.47,43.0,4.07,43.0,3.0,25.0,33.0,0.0,
Wu,http://ufcstats.com/fighter-details/fdbefee0827e1567,"66.0""",13,6,0,4.23,41.0,4.95,49.0,0.62,30.0,63.0,0.2,
,http://ufcstats.com/fighter-details/2296125b6c362355,"69.0""",20,9,0,1.61,42.0,3.02,56.0,3.28,42.0,77.0,0.4,
Wuziazibieke,http://ufcstats.com/fighter-details/2d077e22886298be,"70.0""",29,12,1,0.41,50.0,2.84,41.0,6.08,50.0,0.0,0.0,
Rubens,http://ufcstats.com/fighter-details/e6dac752a2418a88,--,5,3,0,0.77,42.0,1.82,21.0,2.1,40.0,25.0,1.1,
Xiao,http://ufcstats.com/fighter-details/86bace9e4ad85542,"70.0""",27,11,0,5.06,47.0,3.85,50.0,0.74,27.0,82.0,0.0,
Xie,http://ufcstats.com/fighter-details/e415ea6f8d41c917,"72.0""",13,5,0,3.99,43.0,2.73,60.0,2.71,42.0,40.0,0.0,
Xiong,http://ufcstats.com/fighter-details/2cdb479a0ef0ee1d,--,19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jamie,http://ufcstats.com/fighter-details/85248da6e9e2f7e7,--,8,4,0,3.08,39.0,2.55,63.0,0.0,0.0,66.0,0.0,
Eddie,http://ufcstats.com/fighter-details/cc84b68f862b466f,--,16,7,1,3.13,30.0,5.77,42.0,0.0,0.0,62.0,1.0,
Rani,http://ufcstats.com/fighter-details/94527830000ab715,"67.0""",28,12,1,1.71,38.0,2.08,50.0,2.73,30.0,29.0,1.8,
Mohammad,http://ufcstats.com/fighter-details/3753714927f18437,"73.0""",12,6,0,3.5,39.0,6.39,43.0,0.5,20.0,42.0,0.5,
Abdul Rakhman,http://ufcstats.com/fighter-details/95aff2fd8d09a5f0,"78.0""",9,0,0,7.4,67.0,2.3,57.0,11.49,75.0,100.0,7.7,
Alexander,http://ufcstats.com/fighter-details/d06f8869449ba7bd,"74.0""",24,10,1,1.74,47.0,2.41,58.0,1.66,35.0,72.0,0.1,
Keiichiro,http://ufcstats.com/fighter-details/6014d25e73b669c9,--,45,35,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kenichi,http://ufcstats.com/fighter-details/9f488f520ed25bbf,--,5,12,2,0.3,46.0,1.93,38.0,0.0,0.0,10.0,0.3,
Yoshihisa,http://ufcstats.com/fighter-details/eed2b71d77d95416,--,14,25,1,1.65,38.0,3.05,53.0,1.0,20.0,50.0,0.6,
Atsushi,http://ufcstats.com/fighter-details/351264d11286d09a,--,19,11,3,1.97,39.0,1.27,70.0,1.12,33.0,100.0,0.0,
Norifumi,http://ufcstats.com/fighter-details/4834ff149dc9542a,"66.0""",18,6,0,2.09,45.0,2.01,57.0,0.41,22.0,45.0,0.0,
Hiroko,http://ufcstats.com/fighter-details/283645128ae57eda,--,13,3,0,2.1,26.0,3.54,63.0,0.0,0.0,100.0,0.0,
Goiti,http://ufcstats.com/fighter-details/9e1a7101fefe9746,--,21,3,0,1.66,54.0,1.01,66.0,0.0,0.0,0.0,4.3,
Wataru,http://ufcstats.com/fighter-details/d8bf3df51ff3a270,"68.0""",7,2,0,4.01,52.0,3.57,62.0,0.0,0.0,66.0,0.0,
Takeshi,http://ufcstats.com/fighter-details/d1d20e651e6cbc02,--,15,12,3,0.57,25.0,1.57,47.0,4.5,50.0,100.0,1.0,
Yan,http://ufcstats.com/fighter-details/c41d426cc7326d1b,"63.0""",19,5,0,4.69,45.0,3.23,60.0,0.84,73.0,64.0,0.0,
Petr,http://ufcstats.com/fighter-details/d661ce4da776fc20,"67.0""",20,5,0,5.16,54.0,4.24,59.0,1.7,49.0,86.0,0.1,
Yan,http://ufcstats.com/fighter-details/5c9c2e247c836b67,"62.0""",25,5,0,4.38,46.0,5.06,54.0,3.68,69.0,62.0,0.0,
Yuito,http://ufcstats.com/fighter-details/7c592bf20095fd17,--,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Adam,http://ufcstats.com/fighter-details/0a95c474e61a6c44,"74.0""",9,1,0,0.18,8.0,6.14,36.0,0.0,0.0,25.0,0.0,
Adrian,http://ufcstats.com/fighter-details/0232cabbc30a2372,"70.0""",17,6,1,5.96,41.0,5.24,56.0,0.0,0.0,75.0,0.0,
Dongi,http://ufcstats.com/fighter-details/aed06011bf62237b,"73.0""",13,3,0,3.55,51.0,3.21,63.0,1.7,41.0,61.0,0.5,
Jianping,http://ufcstats.com/fighter-details/d3c554d6e11fc9d6,--,11,4,1,1.4,26.0,2.07,65.0,1.0,25.0,33.0,0.0,
John,http://ufcstats.com/fighter-details/450bcab0968562c4,"70.0""",10,4,0,3.3,53.0,1.26,74.0,0.0,0.0,66.0,0.0,
Masutatsu,http://ufcstats.com/fighter-details/d56caaa5e123f518,--,2,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Emmanuel,http://ufcstats.com/fighter-details/2299605af59fd309,--,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cale,http://ufcstats.com/fighter-details/a0b91014e9d16a76,--,8,3,0,3.16,27.0,10.0,72.0,0.0,0.0,0.0,0.0,
Tadao,http://ufcstats.com/fighter-details/49e7e05f902479ca,--,2,4,0,2.7,73.0,0.85,60.0,0.75,14.0,0.0,0.0,
